product_name,size,milk,temp,whip,serv_size_m_l,calories,total_fat_g,saturated_fat_g,trans_fat_g,cholesterol_mg,sodium_mg,total_carbs_g,fiber_g,sugar_g,caffeine_mg
Vanilla Bean Crème Frappuccino Blended,tall,coconut milk,cold,with whip,354,250,10,7,0.2,30,160,39,0,38,0
Vanilla Bean Crème Frappuccino Blended,grande,non-fat milk,cold,without whip,473,240,0.1,0.1,0,8,230,56,0,55,0
Vanilla Bean Crème Frappuccino Blended,grande,non-fat milk,cold,with whip,473,360,11,7,0.3,45,240,60,0,57,0
Vanilla Bean Crème Frappuccino Blended,grande,two-percent milk,cold,without whip,473,270,3,1.5,0.1,10,240,56,0,55,0
Vanilla Bean Crème Frappuccino Blended,grande,two-percent milk,cold,with whip,473,380,14,8,0.4,55,250,59,0,57,0
Vanilla Bean Crème Frappuccino Blended,grande,whole milk,cold,without whip,473,280,4.5,2.5,0.1,15,230,56,0,55,0
Vanilla Bean Crème Frappuccino Blended,grande,whole milk,cold,with whip,473,400,16,10,0.5,55,240,59,0,57,0
Vanilla Bean Crème Frappuccino Blended,grande,soy milk,cold,without whip,473,250,2.5,0.3,0,0,220,54,1,51,0
Vanilla Bean Crème Frappuccino Blended,grande,soy milk,cold,with whip,473,370,13,7,0.3,40,230,57,1,54,0
Vanilla Bean Crème Frappuccino Blended,grande,coconut milk,cold,without whip,473,240,3,3,0,0,220,54,0,52,0
Vanilla Bean Crème Frappuccino Blended,grande,coconut milk,cold,with whip,473,360,14,10,0.3,40,240,57,0,56,0
Vanilla Bean Crème Frappuccino Blended,venti,non-fat milk,cold,without whip,709,320,0.2,0.1,0,5,300,73,0,71,0
Vanilla Bean Crème Frappuccino Blended,venti,non-fat milk,cold,with whip,709,430,11,7,0.3,45,310,76,0,73,0
Vanilla Bean Crème Frappuccino Blended,venti,two-percent milk,cold,without whip,709,350,4,2,0.1,15,310,73,0,71,0
Vanilla Bean Crème Frappuccino Blended,venti,two-percent milk,cold,with whip,709,460,15,9,0.5,55,320,76,0,73,0
Vanilla Bean Crème Frappuccino Blended,venti,whole milk,cold,without whip,709,370,7,4,0.2,20,300,73,0,71,0
Vanilla Bean Crème Frappuccino Blended,venti,whole milk,cold,with whip,709,490,18,11,0.5,60,310,76,0,73,0
Vanilla Bean Crème Frappuccino Blended,venti,soy milk,cold,without whip,709,330,3,0.4,0,0,290,69,1,66,0
Vanilla Bean Crème Frappuccino Blended,venti,soy milk,cold,with whip,709,440,14,7,0.3,40,300,73,1,68,0
Vanilla Bean Crème Frappuccino Blended,venti,coconut milk,cold,without whip,709,310,4.5,4,0,0,290,69,0,67,0
Vanilla Bean Crème Frappuccino Blended,venti,coconut milk,cold,with whip,709,430,15,11,0.3,40,300,73,0,70,0
Caramel Apple Spice,short,no milk,hot,without whip,236,140,0,0,0,0,10,35,0,33,0
Caramel Apple Spice,short,no milk,hot,with whip,236,210,6,3.5,0.2,20,20,40,0,37,0
Caramel Apple Spice,tall,no milk,hot,without whip,354,210,0,0,0,0,15,53,0,49,0
Caramel Apple Spice,tall,no milk,hot,with whip,354,300,7,4.5,0.2,25,30,59,0,55,0
Caramel Apple Spice,grande,no milk,hot,without whip,473,280,0,0,0,0,20,70,0,65,0
Caramel Apple Spice,grande,no milk,hot,with whip,473,380,8,5,0.2,30,35,76,0,71,0
Caramel Apple Spice,venti,no milk,hot,without whip,591,360,0,0,0,0,25,89,0,83,0
Caramel Apple Spice,venti,no milk,hot,with whip,591,450,8,5,0.2,30,40,95,0,88,0
Hot Chocolate,short,non-fat milk,hot,without whip,236,140,1.5,1,0,5,70,26,2,23,15
Hot Chocolate,short,non-fat milk,hot,with whip,236,200,6,4,0.2,20,95,29,2,24,15
Hot Chocolate,short,two-percent milk,hot,without whip,236,170,4.5,3,0.1,15,80,26,2,22,15
Hot Chocolate,short,two-percent milk,hot,with whip,236,230,10,6,0.3,30,85,28,2,24,15
Hot Chocolate,short,whole milk,hot,without whip,236,190,7,4,0.2,15,70,26,2,22,15
Hot Chocolate,short,whole milk,hot,with whip,236,250,12,7,0.3,35,80,28,2,24,15
Hot Chocolate,short,soy milk,hot,without whip,236,150,3.5,1,0,0,60,23,3,18,15
Hot Chocolate,short,soy milk,hot,without whip,236,210,9,4.5,0.2,20,65,25,3,20,15
Hot Chocolate,short,coconut milk,hot,without whip,236,140,5,4.5,0,0,70,23,2,20,15
Hot Chocolate,short,coconut milk,hot,with whip,236,200,10,8,0.2,20,75,26,2,22,15
Hot Chocolate,tall,non-fat milk,hot,without whip,354,210,2,1,0,5,110,37,3,32,20
Hot Chocolate,tall,non-fat milk,hot,with whip,354,280,8,5,0.2,30,115,40,3,34,20
Hot Chocolate,tall,two-percent milk,hot,without whip,354,250,7,4.5,0.2,20,125,37,3,32,20
Hot Chocolate,tall,two-percent milk,hot,with whip,354,320,13,8,0.4,45,130,39,3,34,20
Hot Chocolate,tall,whole milk,hot,without whip,354,280,10,6,0.3,25,110,37,3,32,20
Hot Chocolate,tall,whole milk,hot,with whip,354,350,16,10,0.4,50,120,39,3,34,20
Hot Chocolate,tall,soy milk,hot,without whip,354,220,6,1.5,0,0,95,32,4,25,20
Hot Chocolate,tall,soy milk,hot,with whip,354,290,12,5,0.2,25,100,35,4,28,20
Hot Chocolate,tall,coconut milk,hot,without whip,354,210,8,7,0,0,110,33,3,28,20
Hot Chocolate,tall,coconut milk,hot,with whip,354,280,14,10,0.2,25,115,36,3,31,20
Hot Chocolate,grande,non-fat milk,hot,without whip,473,270,2.5,1.5,0,5,140,47,4,41,25
Hot Chocolate,grande,non-fat milk,hot,with whip,473,350,10,6,0.2,35,150,51,4,43,25
Hot Chocolate,grande,two-percent milk,hot,without whip,473,320,9,6,0.3,25,160,47,4,41,25
Hot Chocolate,grande,two-percent milk,hot,with whip,473,400,16,10,0.5,55,170,50,4,43,25
Hot Chocolate,grande,whole milk,hot,without whip,473,360,13,8,0.3,35,150,47,4,41,25
Hot Chocolate,grande,whole milk,hot,with whip,473,440,20,12,0.5,60,150,50,4,43,25
Hot Chocolate,grande,soy milk,hot,without whip,473,280,8,2,0,0,125,41,5,32,25
Hot Chocolate,grande,soy milk,hot,with whip,473,360,15,7,0.2,25,130,44,5,35,25
Hot Chocolate,grande,coconut milk,hot,without whip,473,270,10,9,0,0,140,42,4,35,25
Hot Chocolate,grande,coconut milk,hot,with whip,473,350,17,13,0.2,25,150,46,4,38,30
Hot Chocolate,venti,non-fat milk,hot,without whip,591,350,3.5,2,0,10,180,63,5,55,35
Hot Chocolate,venti,non-fat milk,hot,with whip,591,430,10,6,0.2,35,190,66,5,58,35
Hot Chocolate,venti,two-percent milk,hot,without whip,591,420,11,7,0.4,35,200,62,5,55,35
Hot Chocolate,venti,two-percent milk,hot,with whip,591,500,19,12,0.5,60,210,66,5,57,35
Hot Chocolate,venti,whole milk,hot,without whip,591,470,17,10,0.4,45,190,62,5,55,35
Hot Chocolate,venti,whole milk,hot,with whip,591,550,24,14,0.5,70,190,66,5,57,35
Hot Chocolate,venti,soy milk,hot,without whip,591,370,9,2.5,0,0,160,55,7,44,35
Hot Chocolate,venti,soy milk,hot,with whip,591,450,17,7,0.2,25,170,58,7,46,35
Hot Chocolate,venti,coconut milk,hot,without whip,591,360,13,11,0,0,180,57,5,48,35
Hot Chocolate,venti,coconut milk,hot,with whip,591,430,20,15,0.2,25,190,60,5,51,35
Lemonade,tall,no milk,cold,without whip,354,80,0,0,0,0,0,21,0,21,0
Lemonade,grande,no milk,cold,without whip,473,110,0,0,0,0,1,29,0,21,0
Lemonade,venti,no milk,cold,without whip,709,150,0,0,0,0,1,41,0,41,0
Lemonade,trenta,no milk,cold,without whip,887,180,0,0,0,0,1,49,0,49,0
Skinny Hot Chocolate,short,no milk,hot,without whip,236,80,1,0.5,0,5,85,12,2,8,0
Skinny Hot Chocolate,tall,no milk,hot,without whip,354,130,1.5,1,0.1,5,125,18,3,13,0
Skinny Hot Chocolate,grande,no milk,hot,without whip,473,170,1.5,1,0.1,5,160,24,4,17,0
Skinny Hot Chocolate,venti,no milk,hot,without whip,591,210,2,1.5,0.1,10,210,30,5,21,0
White Hot Chocolate,short,non-fat milk,hot,without whip,236,180,3,2.5,0,5,125,31,0,30,0
White Hot Chocolate,short,non-fat milk,hot,with whip,236,230,8,6,0.2,25,130,32,0,32,0
White Hot Chocolate,short,two-percent milk,hot,without whip,236,210,6,4,0.1,15,135,30,0,30,0
White Hot Chocolate,short,two-percent milk,hot,with whip,236,260,11,7,0.3,35,140,32,0,31,0
White Hot Chocolate,short,whole milk,hot,without whip,236,220,8,5,0.2,20,125,30,0,30,0
White Hot Chocolate,short,whole milk,hot,with whip,236,280,14,9,0.3,40,130,32,0,31,0
White Hot Chocolate,short,soy milk,hot,without whip,236,190,5,2.5,0,5,115,27,1,26,0
White Hot Chocolate,short,soy milk,hot,without whip,236,240,11,6,0.2,20,120,29,1,27,0
White Hot Chocolate,short,coconut milk,hot,without whip,236,180,7,6,0,5,125,28,0,28,0
White Hot Chocolate,short,coconut milk,hot,with whip,236,230,12,9,0.2,20,130,30,0,29,0
White Hot Chocolate,tall,non-fat milk,hot,without whip,354,270,4.5,3.5,0,10,190,46,0,46,0
White Hot Chocolate,tall,non-fat milk,hot,with whip,354,330,11,7,0.2,30,200,48,0,47,0
White Hot Chocolate,tall,two-percent milk,hot,without whip,354,310,9,6,0.2,25,200,46,0,46,0
White Hot Chocolate,tall,two-percent milk,hot,with whip,354,370,16,10,0.3,45,210,48,0,47,0
White Hot Chocolate,tall,whole milk,hot,without whip,354,340,13,8,0.3,30,190,46,0,46,0
White Hot Chocolate,tall,whole milk,hot,with whip,354,400,19,12,0.4,55,200,48,0,47,0
White Hot Chocolate,tall,soy milk,hot,without whip,354,280,8,4,0,5,180,41,1,39,0
White Hot Chocolate,tall,soy milk,hot,with whip,354,340,14,8,0.2,25,180,43,1,40,0
White Hot Chocolate,tall,coconut milk,hot,without whip,354,270,10,9,0,5,190,42,0,42,0
White Hot Chocolate,tall,coconut milk,hot,with whip,354,330,16,13,0.2,25,190,44,0,43,0
White Hot Chocolate,grande,non-fat milk,hot,without whip,473,360,6,5,0,10,250,61,0,61,0
White Hot Chocolate,grande,non-fat milk,hot,with whip,473,430,13,9,0.2,40,260,63,0,62,0
White Hot Chocolate,grande,two-percent milk,hot,without whip,473,410,12,8,0.2,30,270,61,0,60,0
White Hot Chocolate,grande,two-percent milk,hot,with whip,473,480,19,12,0.4,60,270,63,0,62,0
White Hot Chocolate,grande,whole milk,hot,without whip,473,450,17,11,0.3,40,250,61,0,60,0
White Hot Chocolate,grande,whole milk,hot,with whip,473,520,24,15,0.5,65,260,63,0,62,0
White Hot Chocolate,grande,soy milk,hot,without whip,473,370,11,5,0,5,230,55,1,52,0
White Hot Chocolate,grande,soy milk,hot,with whip,473,440,18,10,0.2,30,240,57,1,53,0
White Hot Chocolate,grande,coconut milk,hot,without whip,473,360,13,12,0,5,250,56,0,55,0
White Hot Chocolate,grande,coconut milk,hot,with whip,473,430,20,16,0.2,30,250,58,0,57,0
White Hot Chocolate,venti,non-fat milk,hot,without whip,591,450,7,6,0,15,320,77,0,77,0
White Hot Chocolate,venti,non-fat milk,hot,with whip,591,520,14,10,0.2,40,320,79,0,78,0
White Hot Chocolate,venti,two-percent milk,hot,without whip,591,520,16,10,0.3,40,340,76,0,76,0
White Hot Chocolate,venti,two-percent milk,hot,with whip,591,590,23,15,0.5,65,350,78,0,78,0
White Hot Chocolate,venti,whole milk,hot,without whip,591,570,21,14,0.4,50,320,76,0,76,0
White Hot Chocolate,venti,whole milk,hot,with whip,591,640,28,18,0.5,75,330,78,0,78,0
White Hot Chocolate,venti,soy milk,hot,without whip,591,470,14,7,0,5,290,69,2,65,0
White Hot Chocolate,venti,soy milk,hot,with whip,591,540,21,11,0.2,30,300,71,2,67,0
White Hot Chocolate,venti,coconut milk,hot,without whip,591,450,17,15,0,5,310,71,0,69,0
White Hot Chocolate,venti,coconut milk,hot,with whip,591,520,24,20,0.2,30,320,73,0,71,0
Protein & Fibre Powder,1 scoop,no milk,hot,without whip,0,30,0.1,0.1,0,0,45,1,1,0,0
Matcha Green Tea Powder,1 scoop,no milk,hot,without whip,0,25,0.1,0,0,0,0,6,0,5,25
Espresso shot,1 shot,no milk,hot,without whip,0,5,0.1,0,0,0,0,1,0,0,75
